"pr_lost";"pr_rem";"ave_pr_rem";"amphibians";"birds";"mammals";"reptiles";"LC";"NT";"VU";"EN";"CR";"endangered"
20.494;79.506;81.7349517308236;82.8451237031125;82.8612131440484;83.4611850740671;72.8217757615036;84.5577446922153;81.8626472237801;80.0102772466539;79.2002771618625;67.6988843813387;77.2244776730848
20.606;79.394;81.7276447065476;82.843942537909;82.8519805420431;83.4481530095631;72.8182112767336;84.5468687408199;81.8595064498037;80.0079349904398;79.1989467849224;67.697261663286;77.2226546497337
20.722;79.278;81.7203336430101;82.8426496408619;82.8426685198054;83.4354584661541;72.8145171743357;84.5362598477767;81.8534492428491;80.0054015296367;79.1977272727273;67.6953346855984;77.2207292093404
20.829;79.171;81.7140081593085;82.8415323224262;82.8340812071875;83.4256703543972;72.8109850939728;84.5269728935773;81.8492428491307;80.0032982791587;79.1965077605322;67.6946247464503;77.2192339205244
20.937;79.063;81.7076018903744;82.8405746209098;82.8255336046858;83.415563472717;72.8069021386909;84.5174989985312;81.8457655636568;80.0006692160612;79.1953436807095;67.6941176470588;77.2175747644408
21.042;78.958;81.701167346609;82.8395051875499;82.8170753499454;83.4049128070504;72.8034672715489;84.5079850447323;81.8416713404375;79.9982791586998;79.1942350332594;67.6936105476673;77.2160385088079
21.144;78.856;81.6948862947853;82.8385794094174;82.8087064429663;83.394580911307;72.800129617628;84.498724796368;81.8376892877173;79.9960325047801;79.1932372505543;67.6929006085193;77.2145637034002
21.245;78.755;81.6883022983399;82.8375099760575;82.7997915218902;83.3841365085318;72.7966299416721;84.4890172252637;81.8334828939989;79.993690248566;79.1921840354767;67.6923935091278;77.2130684145842
21.347;78.653;81.6819970109464;82.8364724660814;82.791382904795;83.3739546221639;72.7931950745301;84.479703565229;81.8297251822771;79.9914913957935;79.1912971175166;67.691784989858;77.2116755428103
21.451;78.549;81.6754695641637;82.834988028731;82.7829047949965;83.3634914682168;72.7895981853532;84.4701695820537;81.8257992148065;79.9888145315488;79.1900776053215;67.6911764705882;77.2099549365014
21.561;78.439;81.6682029325039;82.8338228252195;82.7738310334558;83.3526345396587;72.7820479585224;84.4592736012819;81.8220975883343;79.9862810707457;79.1886917960089;67.6906693711967;77.208254813601
